Date,open,high,low,close,volume,dividends,stock_splits,ticker
2024-12-19 00:00:00-05:00,246.62449465453676,251.10857637552834,246.21594133746913,248.90638732910156,60882300,0.0,0.0,AAPL
2024-12-20 00:00:00-05:00,247.16257165125242,254.0979578981185,244.82089371115717,253.5897674560547,147495300,0.0,0.0,AAPL
2024-12-23 00:00:00-05:00,253.86877310974026,254.74564983170012,252.55343521958227,254.36700439453125,40858800,0.0,0.0,AAPL
2024-12-24 00:00:00-05:00,254.58626151312842,257.2966260773909,254.386956808638,257.28668212890625,23234700,0.0,0.0,AAPL
2024-12-26 00:00:00-05:00,257.27667867815336,259.1799258751944,256.7186620602343,258.1037292480469,27237100,0.0,0.0,AAPL
2024-12-27 00:00:00-05:00,256.91793375888693,257.78488174803636,252.16481819720389,254.6858673095703,42355300,0.0,0.0,AAPL
2024-12-30 00:00:00-05:00,251.33776924994547,252.60328106925755,249.86300878941353,251.30787658691406,35557500,0.0,0.0,AAPL
2024-12-31 00:00:00-05:00,251.5470385357527,252.38406352835983,248.54767617168994,249.5341796875,39480700,0.0,0.0,AAPL
2025-01-02 00:00:00-05:00,248.0494437119358,248.21885574509324,240.96460876578237,242.9874267578125,55740700,0.0,0.0,AAPL
2025-01-03 00:00:00-05:00,242.49916076660156,243.31625226562878,241.03435939639962,242.49916076660156,40244100,0.0,0.0,AAPL
2025-01-06 00:00:00-05:00,243.4457849039297,246.45510633108967,242.33971076643533,244.1333465576172,45045600,0.0,0.0,AAPL
2025-01-07 00:00:00-05:00,242.12047569552988,244.68139184839126,240.4962520142114,241.35321044921875,40856000,0.0,0.0,AAPL
2025-01-08 00:00:00-05:00,241.06423680804883,242.84791342439922,239.20085656180404,241.8414764404297,37628900,0.0,0.0,AAPL
2025-01-10 00:00:00-05:00,239.16100228470233,239.3104808095479,232.17580437363205,236.01219177246094,61710900,0.0,0.0,AAPL
2025-01-13 00:00:00-05:00,232.7039288898965,233.8398957390806,228.90740850459227,233.5708465576172,49630700,0.0,0.0,AAPL
2025-01-14 00:00:00-05:00,233.91960476413306,235.28475371553364,231.6476711610837,232.45480346679688,39435300,0.0,0.0,AAPL
2025-01-15 00:00:00-05:00,233.80999436776753,238.11472029161553,233.60073052224158,237.028564453125,39832000,0.0,0.0,AAPL
2025-01-16 00:00:00-05:00,236.51041752509497,237.1680713225123,227.22337827123218,227.4525604248047,71759100,0.0,0.0,AAPL
2025-01-17 00:00:00-05:00,231.2989028272768,231.4682996512766,227.67177943063626,229.16647338867188,68488300,0.0,0.0,AAPL
2025-01-21 00:00:00-05:00,223.20762199269615,223.62613445935494,218.6039696546368,221.85243225097656,98070400,0.0,0.0,AAPL
2025-01-22 00:00:00-05:00,219.01252087308487,223.3272060060417,219.01252087308487,223.03823852539062,64126500,0.0,0.0,AAPL
2025-01-23 00:00:00-05:00,223.94501691407203,226.22690964639077,221.51364566438272,222.86883544921875,60234800,0.0,0.0,AAPL
2025-01-24 00:00:00-05:00,223.9848686181573,224.831867935065,220.6267944226493,221.991943359375,54697900,0.0,0.0,AAPL
2025-01-27 00:00:00-05:00,223.2275672861503,231.32879829775732,223.18770026542342,229.04690551757812,94863400,0.0,0.0,AAPL
2025-01-28 00:00:00-05:00,230.03341371427896,239.3403714135585,229.99354669273774,237.4171905517578,75707600,0.0,0.0,AAPL
2025-01-29 00:00:00-05:00,233.29182086679862,239.01152170916106,233.18220937175082,238.51329040527344,45486100,0.0,0.0,AAPL
2025-01-30 00:00:00-05:00,237.82573898228924,239.93823493591583,236.37091202718113,236.7495574951172,55658300,0.0,0.0,AAPL
2025-01-31 00:00:00-05:00,246.31561143302469,246.31561143302469,232.61424963135997,235.16519165039062,100959800,0.0,0.0,AAPL
2025-02-03 00:00:00-05:00,229.1764524471141,231.00994009075862,224.90161912474946,227.2034454345703,73063300,0.0,0.0,AAPL
2025-02-04 00:00:00-05:00,226.44614576626617,232.3053512351318,225.84826207175638,231.9765167236328,45067300,0.0,0.0,AAPL
2025-02-05 00:00:00-05:00,227.72159426797964,231.84694877861298,227.46251946854915,231.6476593017578,39620300,0.0,0.0,AAPL
2025-02-06 00:00:00-05:00,230.47183871784506,232.9729696905443,229.61488023403817,232.39501953125,29925300,0.0,0.0,AAPL
2025-02-07 00:00:00-05:00,231.77721918612997,233.17226081850333,226.45609706307513,226.82479858398438,39707200,0.0,0.0,AAPL
2025-02-10 00:00:00-05:00,229.0094413336025,230.02693972945139,226.64521806905947,227.0941162109375,33115600,0.25,0.0,AAPL
2025-02-11 00:00:00-05:00,227.64278121837336,234.65561423976854,227.57296005864194,232.05198669433594,53718400,0.0,0.0,AAPL
2025-02-12 00:00:00-05:00,230.63545743654387,236.38140252594314,230.11672290007743,236.29161071777344,45243300,0.0,0.0,AAPL
2025-02-13 00:00:00-05:00,236.33151730066413,241.74825103145727,234.99479296308533,240.9402313232422,53614100,0.0,0.0,AAPL
2025-02-14 00:00:00-05:00,240.66092045804314,244.9504238462646,240.40156080072015,244.00274658203125,40896200,0.0,0.0,AAPL
2025-02-18 00:00:00-05:00,243.55383619329416,244.58131995427482,241.2494791133952,243.87306213378906,48822500,0.0,0.0,AAPL
2025-02-19 00:00:00-05:00,244.06260076305156,245.40929524371262,242.56626341463,244.27207946777344,32204200,0.0,0.0,AAPL
2025-02-20 00:00:00-05:00,244.34192533458386,246.17742890005937,243.69350332551406,245.22975158691406,32316900,0.0,0.0,AAPL
2025-02-21 00:00:00-05:00,245.34944139409683,248.08275639920348,244.6212281548445,244.95042419433594,53197400,0.0,0.0,AAPL
2025-02-24 00:00:00-05:00,244.3319283268952,248.25234005966587,243.82317911276243,246.49664306640625,51326400,0.0,0.0,AAPL
2025-02-25 00:00:00-05:00,247.3944454522674,249.38956194785018,244.3119941197594,246.43678283691406,48013300,0.0,0.0,AAPL
2025-02-26 00:00:00-05:00,243.7334092806253,244.3818160551289,238.54610942000366,239.77310180664062,44433600,0.0,0.0,AAPL
2025-02-27 00:00:00-05:00,238.82541422357912,241.86796980219768,236.48114634623442,236.72056579589844,41153600,0.0,0.0,AAPL
2025-02-28 00:00:00-05:00,236.37142201455794,241.49887076126774,229.63790389196947,241.24948120117188,56833400,0.0,0.0,AAPL
2025-03-03 00:00:00-05:00,241.19958958341564,243.43412542285543,235.53346633482454,237.4487762451172,47184000,0.0,0.0,AAPL
2025-03-04 00:00:00-05:00,237.1295800554318,239.4838181516717,234.10696453181083,235.35391235351562,53798100,0.0,0.0,AAPL
2025-03-05 00:00:00-05:00,234.84515699420854,235.97240266650644,228.67026910680244,235.1643829345703,47227600,0.0,0.0,AAPL
2025-03-06 00:00:00-05:00,233.86756011302523,237.27920752401755,232.59068676229822,234.75538635253906,45170400,0.0,0.0,AAPL
2025-03-07 00:00:00-05:00,234.53591456798168,240.78062356819368,234.1867631010968,238.4862518310547,46273600,0.0,0.0,AAPL
2025-03-10 00:00:00-04:00,234.96486230654432,235.583358769024,223.6725108894593,226.92454528808594,72071200,0.0,0.0,AAPL
2025-03-11 00:00:00-04:00,223.26349982428485,225.28854176632854,216.91902902029437,220.30075073242188,76137400,0.0,0.0,AAPL
2025-03-12 00:00:00-04:00,219.60246770742089,221.20853706339403,214.38524243690583,216.45018005371094,62547500,0.0,0.0,AAPL
2025-03-13 00:00:00-04:00,215.42269353923288,216.31051974194543,207.9110813961123,209.16799926757812,61368300,0.0,0.0,AAPL
2025-03-14 00:00:00-04:00,210.73416839029963,213.4275724686152,209.06824803363213,212.9687042236328,60107600,0.0,0.0,AAPL
2025-03-17 00:00:00-04:00,212.78914514941675,214.69448503570536,209.4573042902151,213.4774627685547,48073400,0.0,0.0,AAPL
2025-03-18 00:00:00-04:00,213.6370814211214,214.624654360469,210.97360268345204,212.17066955566406,42432400,0.0,0.0,AAPL
2025-03-19 00:00:00-04:00,213.6969181399133,218.22582565599035,213.22806456968678,214.7144317626953,54385400,0.0,0.0,AAPL
2025-03-20 00:00:00-04:00,213.46749271646212,216.9589465476154,211.70181037410745,213.5772247314453,48862900,0.0,0.0,AAPL
2025-03-21 00:00:00-04:00,211.0434226778215,218.30564558008663,210.76410758323678,217.73704528808594,94127800,0.0,0.0,AAPL
2025-03-24 00:00:00-04:00,220.460369765545,220.93919345594836,218.04628066528426,220.19102478027344,44299500,0.0,0.0,AAPL
2025-03-25 00:00:00-04:00,220.23093972638688,223.55281053469957,219.54262209652958,223.2036590576172,34493600,0.0,0.0,AAPL
2025-03-26 00:00:00-04:00,222.9642357514217,224.47055842890478,219.93166541277708,220.98907470703125,34466100,0.0,0.0,AAPL
2025-03-27 00:00:00-04:00,220.84942102067788,224.4406368200556,220.02144584411215,223.3034210205078,37094800,0.0,0.0,AAPL
2025-03-28 00:00:00-04:00,221.12873402087155,223.26350805320467,217.1484711493609,217.36793518066406,39818600,0.0,0.0,AAPL
2025-03-31 00:00:00-04:00,216.48010744476517,225.06908447075043,215.7020132379398,221.58761596679688,65299300,0.0,0.0,AAPL
2025-04-01 00:00:00-04:00,219.27328293515097,223.13382860511078,218.3655012478301,222.64503479003906,36412700,0.0,0.0,AAPL
2025-04-02 00:00:00-04:00,220.7796058888877,224.64015156252358,220.48033536050963,223.34332275390625,35905900,0.0,0.0,AAPL
2025-04-03 00:00:00-04:00,205.0381002304481,206.98335084549154,200.75858236471802,202.69384765625,103419000,0.0,0.0,AAPL
2025-04-04 00:00:00-04:00,193.4165691841804,199.39194860307396,186.88255957870848,187.92002868652344,125910900,0.0,0.0,AAPL
2025-04-07 00:00:00-04:00,176.76731422169505,193.6759230716255,174.19361217758157,181.0169219970703,160466300,0.0,0.0,AAPL
2025-04-08 00:00:00-04:00,186.24410709579757,189.8752182218586,168.79682446290911,171.9989776611328,120859500,0.0,0.0,AAPL
2025-04-09 00:00:00-04:00,171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900,0.0,0.0,AAPL
2025-04-10 00:00:00-04:00,188.60833789927736,194.30438674913324,182.553152263757,189.9550323486328,121880000,0.0,0.0,AAPL
2025-04-11 00:00:00-04:00,185.64558871717136,199.05275825525484,185.60567786476867,197.66615295410156,87435900,0.0,0.0,AAPL
2025-04-14 00:00:00-04:00,210.9237150406947,212.42005238891582,200.66881763194172,202.02549743652344,101352900,0.0,0.0,AAPL
2025-04-15 00:00:00-04:00,201.36709301089155,203.01305790446213,199.3121256140358,201.6464080810547,51343900,0.0,0.0,AAPL
2025-04-16 00:00:00-04:00,197.8756484915953,200.2099310657198,191.9002692932641,193.79563903808594,59732400,0.0,0.0,AAPL
2025-04-17 00:00:00-04:00,196.71848747425943,198.34451232255947,193.9452767059697,196.4990234375,52164700,0.0,0.0,AAPL
2025-04-21 00:00:00-04:00,192.79808650813246,193.3267911609043,189.34652827875263,192.6883544921875,46742500,0.0,0.0,AAPL
2025-04-22 00:00:00-04:00,195.64111763020085,201.097762433896,195.49148998245192,199.25228881835938,52976400,0.0,0.0,AAPL
2025-04-23 00:00:00-04:00,205.49699351150966,207.49210995336898,202.30481024884085,204.1004180908203,52929200,0.0,0.0,AAPL
2025-04-24 00:00:00-04:00,204.38970763388747,208.32008954356945,202.44447210591895,207.8612060546875,47311000,0.0,0.0,AAPL
2025-04-25 00:00:00-04:00,205.86608387594285,209.2378355121778,205.69650080604464,208.76898193359375,38222300,0.0,0.0,AAPL
2025-04-28 00:00:00-04:00,209.48723454234343,210.98357193193158,206.95344326011445,209.62689208984375,38743100,0.0,0.0,AAPL
2025-04-29 00:00:00-04:00,208.18043904370694,211.72177396764008,207.86121308906752,210.6942901611328,36827600,0.0,0.0,AAPL
2025-04-30 00:00:00-04:00,208.78894157113288,213.0584895980106,206.16535854293033,211.9811248779297,52286500,0.0,0.0,AAPL
2025-05-01 00:00:00-04:00,208.56948083895412,214.0360957896086,208.3899124386699,212.79913330078125,57365700,0.0,0.0,AAPL
2025-05-02 00:00:00-04:00,205.58677037884885,206.48458191182934,201.66637387157866,204.8485870361328,101010600,0.0,0.0,AAPL
2025-05-05 00:00:00-04:00,202.6040848015313,203.60164304236298,197.72602561272546,198.40435791015625,69018500,0.0,0.0,AAPL
2025-05-06 00:00:00-04:00,197.72602851406054,200.1600578713198,196.538931754607,198.02528381347656,51216500,0.0,0.0,AAPL
2025-05-07 00:00:00-04:00,198.6836658614824,198.95301083885846,192.77812311451905,195.7707977294922,68536700,0.0,0.0,AAPL
2025-05-08 00:00:00-04:00,197.2372161152265,199.56152863729463,194.20463054641704,197.00778198242188,50478900,0.0,0.0,AAPL
2025-05-09 00:00:00-04:00,198.51409591462888,200.0503289543839,197.05765414160055,198.0452423095703,36453900,0.0,0.0,AAPL
2025-05-12 00:00:00-04:00,210.7308445260501,211.03050749278242,206.5156271207593,210.55104064941406,63775800,0.26,0.0,AAPL
2025-05-13 00:00:00-04:00,210.19144790738707,213.1580823159532,208.76307628033234,212.68861389160156,51909300,0.0,0.0,AAPL
2025-05-14 00:00:00-04:00,212.18917192393894,213.69746987061376,210.34127831689767,212.08929443359375,49325800,0.0,0.0,AAPL
2025-05-15 00:00:00-04:00,210.71086343228015,212.71859464512332,209.30245815432872,211.21029663085938,45029500,0.0,0.0,AAPL
2025-05-16 00:00:00-04:00,212.11926693678467,212.32903558469047,209.53220664773164,211.0205078125,54737900,0.0,0.0,AAPL
2025-05-19 00:00:00-04:00,207.67431083672193,209.24252311349682,204.02843943795537,208.54331970214844,46140500,0.0,0.0,AAPL
2025-05-20 00:00:00-04:00,207.4345828831543,208.2336790492342,204.79757620413463,206.62550354003906,42496600,0.0,0.0,AAPL
2025-05-21 00:00:00-04:00,204.93741112479617,206.80528635778637,200.4824756537251,201.86090087890625,59211800,0.0,0.0,AAPL
2025-05-22 00:00:00-04:00,200.48247209416806,202.52015274475195,199.4736073247078,201.13172912597656,46742400,0.0,0.0,AAPL
2025-05-23 00:00:00-04:00,193.45045269257122,197.4758830409797,193.24069928507132,195.04864501953125,78432900,0.0,0.0,AAPL
2025-05-27 00:00:00-04:00,198.07520901450675,200.51244545494848,197.20618488735448,199.98304748535156,56288500,0.0,0.0,AAPL
2025-05-28 00:00:00-04:00,200.36260025266836,202.50017366149785,199.67338002302156,200.1927947998047,45339700,0.0,0.0,AAPL
2025-05-29 00:00:00-04:00,203.3492174371598,203.57895243464628,198.28495762525483,199.72332763671875,51396800,0.0,0.0,AAPL
2025-05-30 00:00:00-04:00,199.14398126681596,201.73105672211125,196.55692105301176,200.622314453125,70819900,0.0,0.0,AAPL
2025-06-02 00:00:00-04:00,200.05295557621693,201.9008644592711,199.89313329888972,201.47134399414062,35423300,0.0,0.0,AAPL
2025-06-03 00:00:00-04:00,201.1217444882778,203.5389992121068,200.7321872237246,203.03956604003906,46381600,0.0,0.0,AAPL
2025-06-04 00:00:00-04:00,202.67998220748078,206.00620910456834,201.8709028727957,202.590087890625,43604000,0.0,0.0,AAPL
2025-06-05 00:00:00-04:00,203.26931435006063,204.5178973620389,199.92310578136215,200.40257263183594,55126100,0.0,0.0,AAPL
2025-06-06 00:00:00-04:00,202.76987228695742,205.4668084267123,201.82095228760733,203.68882751464844,46607700,0.0,0.0,AAPL
2025-06-09 00:00:00-04:00,204.15830357568726,205.76647909477697,199.79326227022588,201.2216339111328,72862600,0.0,0.0,AAPL
2025-06-10 00:00:00-04:00,200.3726011094186,204.11835001917973,200.34263633745982,202.44024658203125,54672600,0.0,0.0,AAPL
2025-06-11 00:00:00-04:00,203.26930749599725,204.26817387189894,198.18508130061548,198.55465698242188,60989900,0.0,0.0,AAPL
2025-06-12 00:00:00-04:00,198.85432303920933,199.45363372918547,197.13627162659284,198.97418212890625,43904600,0.0,0.0,AAPL
2025-06-13 00:00:00-04:00,199.50357538920457,200.1428492549886,195.47814514596445,196.227294921875,51447300,0.0,0.0,AAPL
2025-06-16 00:00:00-04:00,197.07634287373045,198.46476655376847,196.33717625414866,198.195068359375,43020700,0.0,0.0,AAPL
2025-06-17 00:00:00-04:00,196.97644196425614,198.16509536417735,194.98870767431248,195.418212890625,38856200,0.0,0.0,AAPL
2025-06-18 00:00:00-04:00,195.71787336797544,197.3460303816964,194.84886452825484,196.35714721679688,45394700,0.0,0.0,AAPL
2025-06-20 00:00:00-04:00,198.01527480684123,201.47134391409438,196.6368343380514,200.7721405029297,96813500,0.0,0.0,AAPL
2025-06-23 00:00:00-04:00,201.40143343464243,202.07067208145295,198.73446202428119,201.27157592773438,55814300,0.0,0.0,AAPL
2025-06-24 00:00:00-04:00,202.36033429336192,203.2093768046809,199.9730442780961,200.07293701171875,54064000,0.0,0.0,AAPL
2025-06-25 00:00:00-04:00,201.2216365357081,203.43912119943792,200.39257558111612,201.33151245117188,39525700,0.0,0.0,AAPL
2025-06-26 00:00:00-04:00,201.20164572639828,202.41028074115465,199.23389299836737,200.7721405029297,50799100,0.0,0.0,AAPL
2025-06-27 00:00:00-04:00,201.66113009938155,202.98962419564972,199.77327327657756,200.85205078125,73188600,0.0,0.0,AAPL
2025-06-30 00:00:00-04:00,201.78098710410558,207.15489297707504,199.0341046248948,204.93740844726562,91912800,0.0,0.0,AAPL
2025-07-01 00:00:00-04:00,206.4357061767528,209.95171998702364,205.90630823197938,207.58441162109375,78788900,0.0,0.0,AAPL
2025-07-02 00:00:00-04:00,208.6731759252599,213.09814660534315,207.9040445567577,212.1991729736328,67941800,0.0,0.0,AAPL
2025-07-03 00:00:00-04:00,211.90950026104147,214.40666625629999,211.56988934364432,213.30792236328125,34955800,0.0,0.0,AAPL
2025-07-07 00:00:00-04:00,212.43889126622693,215.9848699115094,208.56330013289198,209.7119903564453,50229000,0.0,0.0,AAPL
2025-07-08 00:00:00-04:00,209.86183643928914,211.1903153368944,208.213697736729,209.7719268798828,42848900,0.0,0.0,AAPL
2025-07-09 00:00:00-04:00,209.2924745188519,211.09043707809712,206.98509558510867,210.90065002441406,48749400,0.0,0.0,AAPL
2025-07-10 00:00:00-04:00,210.27134950514616,213.23798377907798,209.7918979255535,212.16920471191406,44443600,0.0,0.0,AAPL
2025-07-11 00:00:00-04:00,210.33129628612954,211.88952536572023,209.6220944658076,210.92062377929688,39765800,0.0,0.0,AAPL
2025-07-14 00:00:00-04:00,209.69201166358403,210.67091168904602,207.3047216270235,208.3834991455078,38840100,0.0,0.0,AAPL
2025-07-15 00:00:00-04:00,208.9828312368767,211.64980271899068,208.6831682659836,208.87295532226562,42296300,0.0,0.0,AAPL
2025-07-16 00:00:00-04:00,210.06160887608695,212.1592191902425,208.40348697906978,209.92176818847656,47490500,0.0,0.0,AAPL
2025-07-17 00:00:00-04:00,210.33130094399476,211.5599023237274,209.35240091776063,209.78192138671875,48068100,0.0,0.0,AAPL
2025-07-18 00:00:00-04:00,210.63095139102305,211.54990664350106,209.46227954032304,210.9405975341797,48974600,0.0,0.0,AAPL
2025-07-21 00:00:00-04:00,211.8595616297783,215.53538252867688,211.39009321998003,212.23912048339844,51377400,0.0,0.0,AAPL
2025-07-22 00:00:00-04:00,212.89838571641525,214.7063314773177,211.9894136266437,214.15695190429688,46404100,0.0,0.0,AAPL
2025-07-23 00:00:00-04:00,214.75626907170553,214.90609293027538,212.1692088371252,213.9072265625,46989300,0.0,0.0,AAPL
2025-07-24 00:00:00-04:00,213.65751035981805,215.44548969662856,213.28793468034502,213.51766967773438,46022600,0.0,0.0,AAPL
2025-07-25 00:00:00-04:00,214.45660521718813,214.9960015887686,213.15807589620647,213.63754272460938,40268800,0.0,0.0,AAPL
2025-07-28 00:00:00-04:00,213.78737619229818,214.60645396318566,212.81847455673218,213.80735778808594,37858000,0.0,0.0,AAPL
2025-07-29 00:00:00-04:00,213.93719187335407,214.5664825639156,210.58101550100253,211.03050231933594,51411700,0.0,0.0,AAPL
2025-07-30 00:00:00-04:00,211.65977882345743,212.14922883427738,207.48452469073794,208.81301879882812,45512500,0.0,0.0,AAPL
2025-07-31 00:00:00-04:00,208.25365677749065,209.60211724381097,206.92516266487007,207.33470153808594,80698400,0.0,0.0,AAPL
2025-08-01 00:00:00-04:00,210.63095505795985,213.33788973606855,201.27158167093614,202.1505889892578,104434500,0.0,0.0,AAPL
2025-08-04 00:00:00-04:00,204.27816503495924,207.64435521756303,201.4513712516652,203.11949157714844,75109300,0.0,0.0,AAPL
2025-08-05 00:00:00-04:00,203.1694082424696,205.1072113881769,201.93082373064988,202.68995666503906,44155100,0.0,0.0,AAPL
2025-08-06 00:00:00-04:00,205.39689808550258,215.1358452662651,205.35693489516686,213.0082550048828,108483100,0.0,0.0,AAPL
2025-08-07 00:00:00-04:00,218.63187314031333,220.59964108330854,216.33447747046458,219.7805633544922,90224800,0.0,0.0,AAPL
2025-08-08 00:00:00-04:00,220.57966572513484,230.73813503605493,219.00145500716468,229.0900115966797,113854000,0.0,0.0,AAPL
2025-08-11 00:00:00-04:00,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100,0.26,0.0,AAPL
2025-08-12 00:00:00-04:00,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200,0.0,0.0,AAPL
2025-08-13 00:00:00-04:00,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500,0.0,0.0,AAPL
2025-08-14 00:00:00-04:00,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300,0.0,0.0,AAPL
2025-08-15 00:00:00-04:00,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700,0.0,0.0,AAPL
2025-08-18 00:00:00-04:00,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200,0.0,0.0,AAPL
2025-08-19 00:00:00-04:00,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600,0.0,0.0,AAPL
2025-08-20 00:00:00-04:00,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900,0.0,0.0,AAPL
2025-08-21 00:00:00-04:00,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200,0.0,0.0,AAPL
2025-08-22 00:00:00-04:00,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800,0.0,0.0,AAPL
2025-08-25 00:00:00-04:00,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100,0.0,0.0,AAPL
2025-08-26 00:00:00-04:00,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100,0.0,0.0,AAPL
2025-08-27 00:00:00-04:00,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500,0.0,0.0,AAPL
2025-08-28 00:00:00-04:00,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700,0.0,0.0,AAPL
2025-08-29 00:00:00-04:00,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400,0.0,0.0,AAPL
2025-09-02 00:00:00-04:00,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600,0.0,0.0,AAPL
2025-09-03 00:00:00-04:00,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800,0.0,0.0,AAPL
2025-09-04 00:00:00-04:00,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400,0.0,0.0,AAPL
2025-09-05 00:00:00-04:00,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400,0.0,0.0,AAPL
2025-09-08 00:00:00-04:00,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500,0.0,0.0,AAPL
2025-09-09 00:00:00-04:00,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900,0.0,0.0,AAPL
2025-09-10 00:00:00-04:00,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800,0.0,0.0,AAPL
2025-09-11 00:00:00-04:00,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600,0.0,0.0,AAPL
2025-09-12 00:00:00-04:00,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200,0.0,0.0,AAPL
2025-09-15 00:00:00-04:00,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500,0.0,0.0,AAPL
2025-09-16 00:00:00-04:00,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100,0.0,0.0,AAPL
2025-09-17 00:00:00-04:00,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,46508000,0.0,0.0,AAPL
2025-09-18 00:00:00-04:00,239.97000122070312,241.1999969482422,236.64999389648438,237.8800048828125,44249600,0.0,0.0,AAPL
2025-09-19 00:00:00-04:00,241.22999572753906,246.3000030517578,240.2100067138672,245.5,163741300,0.0,0.0,AAPL
2025-09-22 00:00:00-04:00,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,0.0,0.0,AAPL
2025-09-23 00:00:00-04:00,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,0.0,0.0,AAPL
2025-09-24 00:00:00-04:00,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,0.0,0.0,AAPL
2025-09-25 00:00:00-04:00,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,0.0,0.0,AAPL
2025-09-26 00:00:00-04:00,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300,0.0,0.0,AAPL
2025-09-29 00:00:00-04:00,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700,0.0,0.0,AAPL
2025-09-30 00:00:00-04:00,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300,0.0,0.0,AAPL
2025-10-01 00:00:00-04:00,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,0.0,0.0,AAPL
2025-10-02 00:00:00-04:00,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200,0.0,0.0,AAPL
2025-10-03 00:00:00-04:00,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49107000,0.0,0.0,AAPL
